station,latitude,longitude,river,RPI,DO(Electrode),BOD5,SS,NH3-N,pH,temperature,RPI_unit,DO(Electrode)_unit,BOD5_unit,SS_unit,NH3-N_unit,pH_unit,temperature_unit
USGS-433853112551601,43.64736944,-112.922061,04N 30E 30ACA1               USGS 102,,,,,,7.9,11.1,,,,,,std units,deg C
USGS-433855112543201,43.64820556,-112.908386,04N 30E 29BAC1               NRF 12,,,,,,8.2,12.0,,,,,,std units,deg C
USGS-433856112545901,43.64894167,-112.9172056,04N 30E 30AAD3               NRF 14,,,,,,8.0,12.2,,,,,,std units,deg C
USGS-433858112545501,43.6492361,-112.9170833,04N 30E 30AAD2               NRF 3,,,,,,8.0,12.8,,,,,,std units,deg C
USGS-433909112550801,43.6524083,-112.9187778,04N 30E 19DDC2   NRF-6-PS7,,,,,,7.7,13.0,,,,,,std units,deg C
USGS-433910112550101,43.6528083,-112.9177778,04N 30E 19DDD1               NRF 6,,,,,,7.0,11.4,,,,,,std units,deg C
USGS-433910112550401,43.65279167,-112.9177083,04N 30E 19DDD2   NRF-6-PS1,,,,,,6.5,9.6,,,,,,std units,deg C
USGS-433911112550701,43.65299444,-112.918475,04N 30E 19DDC1   NRF-6-PS5,,,,,,7.6,12.6,,,,,,std units,deg C
USGS-433920112543601,43.65643889,-112.9093833,04N 30E 20CCA1               NRF 7,,,,,,8.5,16.2,,,,,,std units,deg C
USGS-433928112545401,43.65896667,-112.9145222,04N 30E 19DAD1               NRF 13,,,,,,7.8,13.7,,,,,,std units,deg C
USGS-433937112515401,43.6600222,-112.8659056,04N 30E 22BDD1               USGS 17,,,,,,8.2,14.3,,,,,,std units,deg C
USGS-434018112545101,43.67165,-112.9151083,04N 30E 17CDC1               NRF 16,,,,,,7.9,13.4,,,,,,std units,deg C
USGS-434027112575701,43.674,-112.9665278,04N 29E 14CAA1               SITE 17,,,,,,7.8,13.3,,,,,,std units,deg C
USGS-434126112550701,43.69051389,-112.919475,04N 30E 07ADB1               USGS 12,,,,,,7.9,11.7,,,,,,std units,deg C
USGS-434426112575701,43.74065,-112.96655,05N 29E 23CDD1               USGS 19,,,,,,7.7,17.5,,,,,,std units,deg C
USGS-434444112322101,43.7454833,-112.5400528,05N 33E 23DDA1               USGS 32,,,,,,7.9,14.5,,,,,,std units,deg C
USGS-434540112440901,43.76121389,-112.7367389,05N 31E 14BCC1               USGS 18,,,,,,8.2,15.6,,,,,,std units,deg C
USGS-434625112342101,43.77376944,-112.5731722,05N 33E 10CDC1               USGS 31,,,,,,7.9,15.5,,,,,,std units,deg C
USGS-434851112321801,43.8141361,-112.5394028,06N 33E 26DDB1               USGS 27,,,,,,4.4,16.0,,,,,,std units,deg C
USGS-434915112443901,43.82068889,-112.745236,06N 31E 27BDD1   USGS 7,,,,,,819,19.2,,,,,,std units,deg C
USGS-435038112453401,43.84401389,-112.7599278,06N 31E 16DCA1               NO NAME 1,,,,,,8.3,10.5,,,,,,std units,deg C
USGS-435419112453101,43.9051833,-112.7593833,07N 31E 28DAB1               P AND W 2,,,,,,8.0,10.5,,,,,,std units,deg C
USGS-473210116070601,47.53655556,-116.11975,MILO CRK OUTFALL AT SFCDAR AT KELLOGG ID,,,,74,0.20,6.1,6.6,,,,%,mg/l,std units,deg C
USGS-473252116095301,47.54716667,-116.1655833,"BUNKER CREEK AT MOUTH OF CULVERT AT KELLOGG, ID",,,,,,6.3,8.8,,,,,,std units,deg C
USGS-473254116091200,47.5483333,-116.1534444,"SEEPS N OF DEADWOOD GULCH TAILINGS AT KELLOGG, ID",,,,70,,5.9,12.1,,,,%,,std units,deg C
USGS-03336890,40.16419444,-88.0275,"SPOON RIVER NEAR ST. JOSEPH, IL",,,,,,,,,,,,,,
USGS-03338780,40.26566667,-87.64213889,"NORTH FORK VERMILION RIVER NEAR BISMARCK, IL",,,,,,,,,,,,,,
USGS-03339000,40.1010833,-87.5976111,"VERMILION RIVER NEAR DANVILLE, IL",,,,38,,,,,,,mg/l,,,
USGS-03346500,38.72380556,-87.6643611,"EMBARRAS RIVER AT LAWRENCEVILLE, IL",,,,319,,,,,,,mg/l,,,
USGS-03381495,38.0922222,-88.1561111,"LITTLE WABASH RIVER AT MAIN ST AT CARMI, IL",,,,140,,,,,,,mg/l,,,
USGS-03381500,38.06055556,-88.1572222,"LITTLE WABASH RIVER AT CARMI, IL",,,,860,,,,,,,mg/l,,,
USGS-05446500,41.5561111,-90.1852778,"ROCK RIVER NEAR JOSLIN, IL",,,,,,,,,,,,,,
USGS-05447500,41.4889333,-90.1580083,"GREEN RIVER NEAR GENESEO, IL",,,,,,,,,,,,,,
USGS-05527500,41.3463333,-88.1867222,"KANKAKEE RIVER NEAR WILMINGTON, IL",,,,31,5.0,8.1,19.2,,,,mg/l,mg/l,std units,deg C
USGS-05537980,41.5364722,-88.0836944,"DES PLAINES RIVER AT ROUTE 53 AT JOLIET, IL",,,,15,,8.0,,,,,mg/l,,std units,
USGS-05538020,41.5,-88.1069444,"DES PLAINES RIVER IN LOCK CHANNEL AT ROCKDALE, IL",,,,208,8.2,7.5,18.0,,,,mg/l,mg/l,std units,deg C
USGS-05543010,41.29988889,-88.6141944,"ILLINOIS RIVER AT SENECA, IL",,,,113,0.79,7.7,21.8,,,,mg/l,mg/l,std units,deg C
USGS-05549500,42.3100222,-88.2514745,"FOX RIVER NEAR MCHENRY, IL",,,,,0.51,7.9,6.3,,,,,mg/l,std units,deg C
USGS-05549501,42.3091889,-88.2514745,"FOX RIVER (TAILWATER) NEAR MCHENRY, IL",,,,,0.65,7.7,5.2,,,,,mg/l,std units,deg C
USGS-05549820,42.15446955,-88.1511892,"FLINT CREEK AT BARRINGTON, IL",,,,,1.1,8.1,4.1,,,,,mg/l,std units,deg C
USGS-05549830,42.1755802,-88.1842464,"FLINT CREEK NR BARRINGTON HILLS, IL",,,,,4.8,7.9,4.4,,,,,mg/l,std units,deg C
USGS-05549850,42.2111111,-88.1736111,"FLINT CREEK NEAR FOX RIVER GROVE, IL",,,,,2.8,8.0,3.8,,,,,mg/l,std units,deg C
USGS-05553700,41.3247564,-88.9839693,"ILLINOIS RIVER AT STARVED ROCK, IL",,,,9,4.9,8.2,12.3,,,,mg/l,mg/l,std units,deg C
USGS-05553800,41.327812,-89.0081365,"ILLINOIS RIVER NR LOCK AND DAM AT STARVED ROCK, IL",,,,28,8.0,8.1,19.2,,,,mg/l,mg/l,std units,deg C
USGS-05553810,41.3275,-89.0108333,"ILLINOIS RIVER AT UTICA, IL",,,,,0.179,8.3,25.2,,,,,mg/l,std units,deg C
USGS-05554000,40.8355898,-88.2989402,"NORTH FORK VERMILION RIVER NEAR CHARLOTTE, IL",,,,,6.4,8.0,4.7,,,,,mg/l,std units,deg C
USGS-05554200,40.74864588,-88.4161649,"SOUTH FORK VERMILION RIVER AT FORREST, IL",,,,,4.5,8.0,4.7,,,,,mg/l,std units,deg C
USGS-05554300,40.72277778,-88.53,"INDIAN CREEK NEAR FAIRBURY, IL",,,,6,,,,,,,mg/l,,,
USGS-05554480,40.8301111,-88.5177778,"VERMILION RIVER AT HWY 6 NEAR MCDOWELL, IL",,,,,6.3,8.0,4.2,,,,,mg/l,std units,deg C
USGS-05554500,40.8778333,-88.636,"VERMILION RIVER AT PONTIAC, IL",,,,,3.7,8.3,3.7,,,,,mg/l,std units,deg C
USGS-05554580,40.9892222,-88.765,"VERMILION RIVER AT RTE 23 NEAR CORNELL, IL",,,,,3.6,8.4,3.3,,,,,mg/l,std units,deg C
USGS-05555000,41.0930888,-88.8347959,"VERMILION RIVER AT STREATOR, IL",,,,,4.1,8.3,2.7,,,,,mg/l,std units,deg C
USGS-05555300,41.2083333,-88.9305556,"VERMILION RIVER NEAR LEONORE, IL",,,,,3.6,8.4,3.2,,,,,mg/l,std units,deg C
USGS-05558300,41.10727778,-89.3562222,"ILLINOIS RIVER AT HENRY, IL",,,,,0.435,7.8,24.2,,,,,mg/l,std units,deg C
USGS-05559900,40.72503739,-89.5495396,"ILLINOIS RIVER ABOVE RTE 150 AT PEORIA, IL",,,,,,,,,,,,,,
USGS-05564190,40.5573333,-88.6103056,"MACKINAW RIVER AT 3400E NEAR COLFAX, IL",,,,,4.6,8.3,3.7,,,,,mg/l,std units,deg C
USGS-05564250,40.62869444,-88.7974167,"MACKINAW RIVER NEAR LEXINGTON, IL",,,,,4.4,8.4,3.8,,,,,mg/l,std units,deg C
USGS-05565900,40.66225,-89.1007778,"MACKINAW RIVER AT 2300E NEAR KAPPA, IL",,,,,3.0,8.3,3.5,,,,,mg/l,std units,deg C
USGS-05567500,40.6235,-89.2416667,"MACKINAW RIVER NEAR CONGERVILLE, IL",,,,143,3.7,8.3,3.5,,,,mg/l,mg/l,std units,deg C
USGS-05567545,40.56815,-89.3187,"MACKINAW RIVER ABOVE MACKINAW, IL",,,,,3.2,8.3,3.6,,,,,mg/l,std units,deg C
USGS-05568000,40.45466667,-89.6061667,"MACKINAW RIVER NEAR GREEN VALLEY, IL",,,,,11,8.2,15.0,,,,,mg/l,std units,deg C
USGS-05568705,40.3265833,-89.9141111,"MASON TAZEWELL DRAINAGE D AT CR2350E NR TOPEKA, IL",,,,,5.1,8.2,9.8,,,,,mg/l,std units,deg C
USGS-05568770,41.13559267,-89.7606569,"SPOON RIVER AT MODENA, IL",,,,,6.1,8.3,5.0,,,,,mg/l,std units,deg C
USGS-05568830,40.9569816,-89.9762231,"SPOON RIVER AT ELMORE, IL",,,,,4.9,8.3,5.1,,,,,mg/l,std units,deg C
USGS-05568917,40.88725987,-90.0990067,"SPOON RIVER NEAR GILSON, IL",,,,,4.4,8.4,3.9,,,,,mg/l,std units,deg C
USGS-05569500,40.7077222,-90.2797778,"SPOON RIVER AT LONDON MILLS, IL",,,,,4.2,8.3,3.8,,,,,mg/l,std units,deg C
USGS-05570000,40.49008056,-90.3400944,"SPOON RIVER AT SEVILLE, IL",,,,,3.9,8.3,3.9,,,,,mg/l,std units,deg C
USGS-05570400,40.34059835,-90.1892873,"SPOON RIVER AT DUNCAN MILLS, IL",,,,,3.6,8.3,3.6,,,,,mg/l,std units,deg C
USGS-05570910,40.3109972,-88.3223611,"SANGAMON RIVER AT FISHER, IL",,,,,6.2,8.3,4.7,,,,,mg/l,std units,deg C
USGS-05572000,40.03116667,-88.5891667,"SANGAMON RIVER AT MONTICELLO, IL",,,,,6.1,8.4,3.1,,,,,mg/l,std units,deg C
USGS-05573540,39.8311111,-88.9763889,"SANGAMON RIVER AT ROUTE 48 AT DECATUR, IL",,,,,3.1,8.6,3.3,,,,,mg/l,std units,deg C
USGS-05576000,39.7422222,-89.5672778,"SOUTH FORK SANGAMON RIVER NEAR ROCHESTER, IL",,,,,4.4,8.0,4.4,,,,,mg/l,std units,deg C
USGS-05576100,39.71553889,-89.7024444,"LICK CREEK NEAR WOODSIDE, IL",,,,16,,,,,,,mg/l,,,
USGS-05576195,39.659075,-89.6589361,"SUGAR CREEK NEAR CHATHAM, IL",,,,7,,,,,,,mg/l,,,
USGS-05578000,40.0133333,-89.8383333,"SANGAMON RIVER AT PETERSBURG, IL",,,,,4.5,8.3,8.0,,,,,mg/l,std units,deg C
USGS-05578100,40.22788889,-88.66056389,"SALT CREEK NEAR FARMER CITY, IL",,,,,5.0,8.4,6.7,,,,,mg/l,std units,deg C
USGS-05578500,40.11516944,-89.049175,"SALT CREEK NEAR ROWELL, IL",,,,,2.1,8.3,4.7,,,,,mg/l,std units,deg C
USGS-05582000,40.13185556,-89.7357139,"SALT CREEK NEAR GREENVIEW, IL",,,,,4.6,8.3,6.1,,,,,mg/l,std units,deg C
USGS-05583000,40.1233611,-89.9839722,"SANGAMON RIVER NEAR OAKFORD, IL",,,,,4.6,8.3,4.6,,,,,mg/l,std units,deg C
USGS-05586300,39.63275,-90.6076667,"ILLINOIS RIVER AT FLORENCE, IL",,,,85,4.9,8.5,4.2,,,,mg/l,mg/l,std units,deg C
USGS-05595000,38.3197222,-89.8883333,"KASKASKIA RIVER AT NEW ATHENS, IL",,,,247,,,,,,,mg/l,,,
USGS-05599490,37.7583333,-89.3277778,"BIG MUDDY RIVER AT RTE 127 AT MURPHYSBORO, IL",,,,623,,,,,,,mg/l,,,
USGS-383932090012601,38.65952778,-90.0238889,3N 8W-31.1a3,,,,,,7.2,15.8,,,,,,std units,deg C
USGS-395521088344201,39.92216715,-88.5759083,17N 5E-24.2h1,,,,,,7.4,18.0,,,,,,std units,deg C
USGS-400026091242501,40.00743497,-91.407706,1S 9W-11.5h2,,,,,,7.2,14.0,,,,,,std units,deg C
USGS-401913089534501,40.32041667,-89.89575,22N7W-28.5a (IL Tree Nursery),,,,,,8.0,16.1,,,,,,std units,deg C
USGS-401934089541701,40.3262222,-89.9048056,22N7W-29.1d1 (DP-1),,,,,,7.9,15.0,,,,,,std units,deg C
USGS-401934089541702,40.32619444,-89.9048056,22N7W-29.1d2 (SH-1),,,,,,8.0,15.0,,,,,,std units,deg C
USGS-411432088234001,41.24266667,-88.3950833,32N 7E-14.7a5,,,,,,7.3,13.3,,,,,,std units,deg C
USGS-412026088481301,41.34069444,-88.8037222,"ILLINOIS RIVER UPSTREAM OF FOX RIVER NR OTTAWA, IL",,,,,4.8,8.0,25.6,,,,,mg/l,std units,deg C
USGS-420204087520701,42.03433056,-87.86848889,"BELLEAU LAKE NEAR PARK RIDGE, IL",,,,,,8.2,6.4,,,,,,std units,deg C
USGS-420305087523701,42.0513083,-87.8768833,"BIG BEND LAKE NEAR DES PLAINES, IL",,,,,,7.9,6.4,,,,,,std units,deg C
USGS-420425087522101,42.07371389,-87.8723778,"BECK LAKE NEAR GLENVIEW, IL",,,,,,8.2,7.2,,,,,,std units,deg C
USGS-422448088041901,42.4136111,-88.0720278,45N10E- 4.4g2,,,,,,6.3,12.7,,,,,,std units,deg C
USGS-423784088133401,42.3784,-88.1334,"Long Lake at BEN Dock at Long Lake, IL",,,,23,1.2,7.9,3.7,,,,mg/l,mg/l,std units,deg C
USGS-03275500,39.80671459,-84.907183,"EAST FORK WHITEWATER RIVER AT RICHMOND, IN",,,,89,1.0,8.3,7.9,,,,%,mg/l,std units,deg C
USGS-03353200,39.94642897,-86.2602702,"EAGLE CREEK AT ZIONSVILLE, IN",,,,75,,8.5,8.2,,,,%,,std units,deg C
USGS-03353415,39.88577778,-86.3554444,"SCHOOL BRANCH AT MALONEY ROAD NEAR BROWNSBURG, IN",,,,98,,7.8,9.6,,,,%,,std units,deg C
USGS-03353420,39.8725833,-86.3615278,"SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN",,,,92,0.64,7.6,8.8,,,,%,mg/l,std units,deg C
USGS-03374100,38.4897695,-87.55002269,"WHITE RIVER AT HAZLETON, IN",,,,97,2.9,7.9,6.5,,,,%,mg/l,std units,deg C
USGS-04092750,41.6492023,-87.4686529,"INDIANA HARBOR CANAL AT EAST CHICAGO, IN",,,,,0.58,,,,,,,mg/l,,
USGS-04181100,40.74699164,-84.8221859,"BLUE CREEK NR PLEASANT MILLS, IN",,,,,,,,,,,,,,
USGS-04182000,40.9878257,-85.111914,"ST. MARYS RIVER NEAR FORT WAYNE, IN",,,,112,6.5,,,,,,mg/l,mg/l,,
USGS-04183038,41.1830833,-84.8696944,"BLACK CREEK NEAR HARLAN, IN",,,,36,9.6,,,,,,mg/l,mg/l,,
USGS-05515500,41.38963889,-86.7061667,"KANKAKEE RIVER AT DAVIS, IN",,,,74,0.33,8.0,4.1,,,,%,mg/l,std units,deg C
USGS-05516665,41.27138889,-86.4666667,"YELLOW RIVER NEAR OAK GROVE, IN",,,,76,,8.2,3.2,,,,%,,std units,deg C
USGS-05517000,41.3028196,-86.6205695,"YELLOW RIVER AT KNOX, IN",,,,72,,8.2,3.6,,,,%,,std units,deg C
USGS-05517010,41.30666667,-86.7375,"YELLOW RIVER NEAR BREMS, IN",,,,84,,8.3,4.1,,,,%,,std units,deg C
USGS-05517500,41.2200392,-86.968356,"KANKAKEE RIVER AT DUNNS BRIDGE, IN",,,,70,0.75,7.7,7.2,,,,%,mg/l,std units,deg C
USGS-05518000,41.1828134,-87.3403096,"KANKAKEE RIVER AT SHELBY, IN",,,,57,0.87,7.8,5.1,,,,%,mg/l,std units,deg C
USGS-05524500,40.87059306,-87.3066912,"IROQUOIS RIVER NEAR FORESMAN, IN",,,,,0.80,7.8,6.4,,,,,mg/l,std units,deg C
USGS-05536356,41.6186111,-87.4998333,"GRAND CALUMET RIVER AT COLUMBIA AV AT HAMMOND, IN",,,,86,,7.4,10.9,,,,%,,std units,deg C
USGS-384936086095501,38.8265833,-86.1653611,IN5236004 JACKSON 002329 PRODUCTION WELL 2,,,,,,7.2,14.7,,,,,,std units,deg C
USGS-390950085553501,39.16394069,-85.92637769,BARTHOLOMEW 8 (BA 8),,,,,,7.2,13.4,,,,,,std units,deg C
USGS-391035085560401,39.1764406,-85.9344344,BARTHOLOMEW 9 (BA 9),,,,,,7.2,23.0,,,,,,std units,deg C
USGS-392022085371801,39.3394946,-85.6216425,DECATUR 2 (DC 2),,,,,,7.1,12.3,,,,,,std units,deg C
USGS-394340085524601,39.72782144,-85.8794246,"SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN",,,,65,2.9,8.1,5.6,,,,%,mg/l,std units,deg C
USGS-394940085460101,39.82777778,-85.7669444,HANCOCK 25 (HK 25),,,,,,7.1,12.2,,,,,,std units,deg C
USGS-401100084480000,40.1833333,-84.8,IN5268010 RANDOLPH 00893 PRODUCTION WELL 20,,,,,,7.3,12.1,,,,,,std units,deg C
USGS-403637086062300,40.61027778,-86.10638889,Deer Creek @ Elm St nr Miami IN,,,,,,7.8,14.2,,,,,,std units,deg C
USGS-404018086064000,40.67166667,-86.1111111,Pipe Creek @ Bunker Hill Pike Rd nr Bunker Hill IN,,,,,,8.0,15.4,,,,,,std units,deg C
USGS-404036086100000,40.67655278,-86.1667306,"Government Ditch @ SCR1100E nr Grissom ARB, IN",,,,,,7.9,15.1,,,,,,std units,deg C
USGS-404042086121400,40.6784333,-86.2039556,Little Deer Crk @ ECR600S and SCR900E nr Onward IN,,,,,,,,,,,,,,
USGS-404133086082000,40.6925,-86.13875,Pipe Creek @ W CR500S nr Onward IN,,,,,,8.2,15.3,,,,,,std units,deg C
USGS-410941084520101,41.16136667,-84.8669278,Ehle MW1-37,,,,,,6.6,11.0,,,,,,std units,deg C
USGS-410941084520102,41.16135278,-84.8669167,Ehle MW1-62,,,,,,7.3,11.3,,,,,,std units,deg C
USGS-410941084520103,41.1613611,-84.8669167,Ehle Ceramic Suction Lysimeter 48,,,,,,,,,,,,,,
USGS-411052084525401,41.18119444,-84.8816667,Notestine MW1-11,,,,,0.99,7.4,8.3,,,,,mg/l,std units,deg C
USGS-411052084525402,41.1803583,-84.88166389,Notestine MW1-61,,,,,,7.2,11.3,,,,,,std units,deg C
USGS-411052084525403,41.18119444,-84.8816667,Notestine Pan Lysimeter 39,,,,,9.5,,,,,,,mg/l,,
USGS-411228084541701,41.20780556,-84.9048333,"OVERLAND FLOW WEST OF BULL RAPIDS RD NR HARLAN, IN",,,,17,2.4,,,,,,mg/l,mg/l,,
USGS-411228084541702,41.2077222,-84.9049444,"DRAIN TILE WEST OF BULL RAPIDS RD NR HARLAN, IN",,,,10,2.8,,,,,,mg/l,mg/l,,
USGS-411229084541101,41.20813889,-84.9031667,"OVERLAND FLOW EAST OF BULL RAPIDS RD NR HARLAN, IN",,,,16,3.3,,,,,,mg/l,mg/l,,
USGS-411229084541102,41.20813889,-84.9032222,"DRAIN TILE EAST OF BULL RAPIDS RD NR HARLAN, IN",,,,11,6.7,,,,,,mg/l,mg/l,,
USGS-411229084541701,41.20825,-84.9048056,Bull Rapids W MW1-10,,,,,,7.2,6.7,,,,,,std units,deg C
USGS-411229084541702,41.20821389,-84.9048167,Bull Rapids W MW1-31,,,,,,7.2,10.5,,,,,,std units,deg C
USGS-411229084541703,41.20825,-84.9048056,Bull Rapids W Steel Suction Lysimeter 36,,,,,4.4,,,,,,,mg/l,,
USGS-411229084541704,41.20825,-84.9048056,Bull Rapids W Pan Lysimeter 39,,,,,13,7.0,21.7,,,,,mg/l,std units,deg C
USGS-411229084541705,41.20825,-84.9048056,Bull Rapids W Ceramic Suction Lysimeter 48,,,,,7.9,,,,,,,mg/l,,
USGS-411232084541101,41.20894444,-84.9032778,Bull Rapids E MW1-12,,,,,0.85,7.3,7.5,,,,,mg/l,std units,deg C
USGS-411232084541102,41.20891667,-84.90328889,Bull Rapids E MW1-24,,,,,,6.9,10.5,,,,,,std units,deg C
USGS-411232084541103,41.20889444,-84.90328889,Bull Rapids E MW1-72,,,,,,7.2,11.9,,,,,,std units,deg C
USGS-411232084541104,41.20894444,-84.9032778,Bull Rapids E Steel Suction Lysimeter 36,,,,,3.6,,,,,,,mg/l,,
USGS-411232084541105,41.20894444,-84.9032778,Bull Rapids E Pan Lysimeter 39,,,,,11,,,,,,,mg/l,,
USGS-412354086421002,41.39858889,-86.70303889,"KANKAKEE WELL FIELD DP-1 NEAR HANNA, IN",,,,,,7.4,12.1,,,,,,std units,deg C
USGS-412354086421005,41.3983333,-86.7027778,"KANKAKEE WELL FIELD SH-3 NEAR HANNA, IN",,,,,,7.4,10.0,,,,,,std units,deg C
USGS-412354086421006,41.3983333,-86.7027778,"KANKAKEE WELL FIELD WT-3 NEAR HANNA, IN",,,,,,7.3,8.6,,,,,,std units,deg C
USGS-412355086421001,41.3985833,-86.7026944,"KANKAKEE RIVER BELOW USHWY 30 NEAR HANNA, IN",,,,,0.13,,,,,,,mg/l,,
USGS-412357086421001,41.39944167,-86.7030528,"KANKAKEE WELL FIELD N-1 NEAR HANNA, IN",,,,,,6.9,16.7,,,,,,std units,deg C
USGS-412359086421101,41.39722778,-86.7044917,"KANKAKEE WELL FIELD S-1 NEAR HANNA, IN",,,,,,6.8,15.8,,,,,,std units,deg C
USGS-413312087223101,41.5533333,-87.3752778,"WELL CS-1 AT SPRING PARK AT GARY, IN",,,,,,7.7,11.7,,,,,,std units,deg C
USGS-413328087202301,41.5578586,-87.3401458,"USGS WELL BR-1, AT IU-NW CAMPUS, GARY, IN",,,,,,8.4,13.8,,,,,,std units,deg C
USGS-413617087225201,41.6047388,-87.3809364,"USGS WELL B8 DEEP @ CHASE ST. @ GARY,IN.",,,,,,7.2,12.7,,,,,,std units,deg C
USGS-06856600,39.3555515,-97.1275203,"REPUBLICAN R AT CLAY CENTER, KS",,,,142,7.9,7.6,15.9,,,,mg/l,mg/l,std units,deg C
USGS-06879150,39.0902755,-96.7133394,"KANSAS R NR OGDEN, KS",,,,53,,8.3,15.8,,,,mg/l,,std units,deg C
USGS-06887000,39.2372186,-96.5713918,"BIG BLUE R NR MANHATTAN, KS",,,,,,8.5,13.0,,,,,,std units,deg C
USGS-06887500,39.19833014,-96.3055532,"KANSAS R AT WAMEGO, KS",,,,19,0.81,8.8,4.7,,,,mg/l,mg/l,std units,deg C
USGS-06888990,39.07194435,-95.7163715,"KANSAS R AB TOPEKA WEIR AT TOPEKA, KS",,,,23,0.73,8.5,3.9,,,,mg/l,mg/l,std units,deg C
USGS-06889110,39.6095472,-95.9760556,"SOLDIER CREEK NR CORNING, KS",,,,,5.1,8.1,0.2,,,,,mg/l,std units,deg C
USGS-06889160,39.4631449,-95.9505944,"SOLDIER C NR CIRCLEVILLE, KS",,,,,0.46,8.3,1.7,,,,,mg/l,std units,deg C
USGS-06889200,39.23833024,-95.8885992,"SOLDIER C NR DELIA, KS",,,,,,8.4,2.4,,,,,,std units,deg C
USGS-06892350,38.9833375,-94.9646893,"KANSAS R AT DESOTO, KS",,,,2,1.2,8.6,4.1,,,,mg/l,mg/l,std units,deg C
USGS-07137500,38.0275129,-102.0115706,"ARKANSAS R NR COOLIDGE, KS",,,,,,8.2,3.8,,,,,,std units,deg C
USGS-07143672,38.02853056,-97.5405417,"L ARKANSAS R AT HWY 50 NR HALSTEAD, KS",,25.9,,42,,7.7,11.3,,ug/l QSE,,mg/l,,std units,deg C
USGS-07144100,37.88306739,-97.4244864,"L ARKANSAS R NR SEDGWICK, KS",,31.1,,99,0.90,7.7,4.5,,ug/l QSE,,%,mg/l,std units,deg C
USGS-07144325,37.64695967,-97.2805998,"GYPSUM C AT OLIVER ST, WICHITA, KS",,,,,,7.7,21.1,,,,,,std units,deg C
USGS-07144780,37.8621972,-98.0137806,"NF NINNESCAH R AB CHENEY RE, KS",,,,3,2.3,8.2,4.2,,,,mg/l,mg/l,std units,deg C
USGS-07144790,37.72612305,-97.7942177,"CHENEY RE NR CHENEY, KS",,27.8,,2,0.88,8.4,3.9,,ug/l QSE,,mg/l,mg/l,std units,deg C
USGS-07186055,37.28055556,-94.675,"COW C NR SCAMMON, KS",,,,7,,7.9,2.0,,,,mg/l,,std units,deg C
USGS-07187600,37.0236757,-94.7210595,"SPRING R NR BAXTER SPRINGS, KS",,,,5,,8.5,4.6,,,,mg/l,,std units,deg C
USGS-370002094425100,37.0003972,-94.7141528,"Spring River near KS-OK Stateline, KS",,,,5,,8.5,6.5,,,,mg/l,,std units,deg C
USGS-370224094442600,37.04005556,-94.7404167,"WILLOW C AT OLD US HWY 66 AT BAXTER SPRINGS, KS",,,,31,,7.0,5.4,,,,mg/l,,std units,deg C
USGS-370232094383300,37.04213889,-94.6425278,"SHOAL C AT HWY K-26 NR GALENA, KS",,,,2,,8.2,3.9,,,,mg/l,,std units,deg C
USGS-370424094442700,37.07319444,-94.7407222,"BRUSH C AT OLD US HWY 66 NR RIVERTON, KS",,,,8,,7.9,5.5,,,,mg/l,,std units,deg C
USGS-370524094395900,37.09002778,-94.6664444,"SHORT C AT VINE ST NR GALENA, KS",,,,3,,7.7,3.5,,,,mg/l,,std units,deg C
USGS-370709094410500,37.11919444,-94.6847222,"SHAWNEE C AT BOSTON MILLS RD NR RIVERTON, KS",,,,7,,7.9,3.4,,,,mg/l,,std units,deg C
USGS-373559097165000,37.5997222,-97.2805556,"MCCONNELL C AT OLIVER ST, WICHITA, KS",,,,,,7.7,19.1,,,,,,std units,deg C
USGS-373622097153900,37.6061111,-97.2608333,"MCCONNELL C AT 47TH ST, WICHITA, KS",,,,,,7.7,20.6,,,,,,std units,deg C
USGS-375327097285401,37.8908451,-97.4819872,25S 01W 07BCCC01  SMW-S11 NR CW36,,7.0,240.0,,,6.8,16.1,,ug/l QSE,mV,,,std units,deg C
USGS-375350097262800,37.89713889,-97.4411111,"L ARKANSAS R UPSTREAM OF ASR FAC NR SEDGWICK, KS",,37.5,,24,0.78,7.9,8.4,,ug/l QSE,,mg/l,mg/l,std units,deg C
USGS-391240096593800,39.21115,-96.9939667,"MILFORD LAKE, KS  SITE 45",,,,,,8.7,23.9,,,,,,std units,deg C
USGS-391305097001800,39.2180083,-97.0050972,"MILFORD LAKE, KS SITE 84",,,,,7.0,7.8,21.0,,,,,mg/l,std units,deg C
USGS-391358096584700,39.23286944,-96.9798,"TIMBER CREEK, KS SITE 2",,,,,,8.1,26.9,,,,,,std units,deg C
USGS-391416096592700,39.23773889,-96.99075,MILFORD LAKE SUGAR BOWL,,,,,,9.4,27.9,,,,,,std units,deg C
USGS-391417096594700,39.23811944,-96.9963778,"MILFORD LAKE SUGAR BOWL, KS SITE 2",,,,,,10.1,21.0,,,,,,std units,deg C
USGS-391456096593800,39.2490083,-96.9940278,"MALL CREEK, KS SITE 2",,,,,4.0,8.0,19.8,,,,,mg/l,std units,deg C
USGS-391519097002900,39.2552972,-97.00815,"CANE CREEK, KS SITE 2",,,,,2.0,8.0,19.9,,,,,mg/l,std units,deg C
USGS-391546096595100,39.26273889,-96.9975694,"MALL CREEK, KS SITE 1",,,,,9.3,7.8,17.9,,,,,mg/l,std units,deg C
